year,fips,population,per_income,employment_total
1969,48019,4.553,3602,1.661
1970,48019,4.775,3992,1.642
1971,48019,4.916,4082,1.643
1972,48019,5.177,4865,1.953
1973,48019,5.762,5026,1.941
1974,48019,5.685,5765,2.003
1975,48019,6.013,6356,2.197
1976,48019,6.027,6850,2.158
1977,48019,6.283,7081,2.257
1978,48019,6.459,7876,2.352
1979,48019,6.685,8752,2.435
1980,48019,7.106,9552,2.414
1969,48021,16.669,2644,5.574
1970,48021,17.446,2784,5.657
1971,48021,18.504,3123,5.799
1972,48021,19.49,3436,5.871
1973,48021,20.425,3773,5.954
1974,48021,20.892,4234,6.106
1975,48021,21.161,4651,6.256
1976,48021,21.602,5278,6.595
1977,48021,22.22,5608,7.089
1978,48021,22.731,6543,7.406
1979,48021,24.073,7202,7.714
1980,48021,25.082,7924,8.103
1969,48023,5.211,3107,2.695
1970,48023,5.214,3217,2.622
1971,48023,5.185,3433,2.612
1972,48023,5.137,4026,2.741
1973,48023,5.163,4993,2.765
1974,48023,5.047,4574,2.676
1975,48023,4.937,5789,2.661
1976,48023,4.873,6223,2.635
1977,48023,4.822,6297,2.6
1978,48023,4.692,6844,2.722
1979,48023,4.773,9877,2.712
1980,48023,4.944,10145,2.771
1969,48025,22.98,3042,10.335
1970,48025,22.894,3461,10.201
1971,48025,24.042,3570,10.326
1972,48025,24.553,3900,10.207
1973,48025,24.323,4275,10.222
1974,48025,24.449,4592,10.356
1975,48025,24.837,4684,10.154
1976,48025,24.987,5126,10.211
1977,48025,24.911,5511,10.603
1978,48025,25.127,6135,10.894
1979,48025,25.605,6940,10.899
1980,48025,26.154,7640,11.568
1969,48027,120.561,4118,77.888
1970,48027,124.959,4633,79.226
1971,48027,127.645,4877,78.844
1972,48027,140.235,5361,85.484
1973,48027,153.649,5562,90.37
1974,48027,156.771,6030,94.149
1975,48027,156.727,6801,98.119
1976,48027,160.649,7298,102.013
1977,48027,162.826,7699,103.423
1978,48027,165.977,8504,106.252
1979,48027,162.48,8798,100.657
1980,48027,159.017,10367,104.03
1969,48029,821.568,3567,383.019
1970,48029,835.865,3893,378.316
1971,48029,861.569,4229,389.433
1972,48029,876.637,4555,397.143
1973,48029,899.559,4923,414.068
1974,48029,913.001,5343,417.707
1975,48029,919.353,5774,411.144
1976,48029,935.25,6206,421.512
1977,48029,953.063,6644,435.839
1978,48029,967.386,7346,455.303
1979,48029,977.13,8216,473.181
1980,48029,995.141,9236,493.674
1969,48031,3.419,2857,1.706
1970,48031,3.591,3165,1.739
1971,48031,3.77,3145,1.707
1972,48031,3.577,3856,1.769
1973,48031,4.158,4194,1.819
1974,48031,4.116,4994,1.88
1975,48031,4.326,5029,2.016
1976,48031,4.327,5301,1.978
1977,48031,4.378,5820,2.172
1978,48031,4.431,6903,2.196
1979,48031,4.617,8379,2.289
1980,48031,4.683,8968,2.31
1969,48033,1.089,3138,0.533
1970,48033,0.89,4360,0.558
1971,48033,0.907,5255,0.478
1972,48033,0.828,7498,0.501
1973,48033,0.838,8874,0.544
1974,48033,0.822,4557,0.513
1975,48033,0.807,3893,0.511
1976,48033,0.783,11115,0.439
1977,48033,0.77,11961,0.434
1978,48033,0.872,6044,0.464
1979,48033,0.897,19367,0.432
1980,48033,0.856,15251,0.45
1969,48035,10.888,2826,4.681
1970,48035,11.045,3006,4.746
1971,48035,11.519,3194,5.033
1972,48035,11.813,3640,5.047
1973,48035,11.91,4525,5.244
1974,48035,12.046,4521,5.241
1975,48035,12.158,5106,5.087
1976,48035,12.542,5522,5.189
1977,48035,12.67,5870,5.275
1978,48035,12.98,6670,5.676
1979,48035,13.46,7258,5.712
1980,48035,13.412,8153,5.8
1969,48037,65.16,3526,40.847
1970,48037,68.6,3496,36.41
1971,48037,68.591,3721,33.813
1972,48037,68.655,4234,34.407
1973,48037,68.146,4755,35.253
1974,48037,69.081,5234,35.125
1975,48037,71.289,5557,33.715
1976,48037,72.335,6071,34.525
1977,48037,73.059,6643,36.107
1978,48037,73.662,7324,37.564
1979,48037,74.74,8021,38.308
1980,48037,75.51,8800,38.836
1969,48039,107.791,3340,37.839
1970,48039,108.854,3789,39.222
1971,48039,112.489,3885,38.734
1972,48039,115.242,4217,40.328
1973,48039,118.676,4763,43.584
1974,48039,123.718,5653,48.499
1975,48039,130.153,6222,49.89
1976,48039,136.249,7024,55.585
1977,48039,143.174,7702,60.043
1978,48039,152.398,8471,65.516
1979,48039,161.251,9764,74.488
1980,48039,170.849,10698,77.2
1969,48041,53.613,2955,23.846
1970,48041,58.082,3044,24.915
1971,48041,59.954,3398,26.961
1972,48041,64.235,3574,28.667
1973,48041,69.218,3753,30.08
1974,48041,73.986,3958,30.916
1975,48041,72.918,4621,32.272
1976,48041,76.469,5129,35.127
1977,48041,79.766,5622,38.427
1978,48041,86.145,6037,41.044
1979,48041,90.564,6605,43.044
1980,48041,95.404,7364,45.87
1969,48043,7.136,2674,2.937
1970,48043,7.758,2800,2.844
1971,48043,7.729,3075,2.901
1972,48043,8.32,3069,3.091
1973,48043,7.899,3577,3.162
1974,48043,7.899,3576,3.219
1975,48043,7.788,4378,3.259
1976,48043,7.726,4744,3.257
1977,48043,7.224,5299,3.319
1978,48043,7.42,6149,3.516
1979,48043,7.491,8027,3.712
1980,48043,7.604,8864,3.756
1969,48045,2.847,3862,1.417
1970,48045,2.754,3547,1.383
1971,48045,2.567,3746,1.368
1972,48045,2.521,5388,1.391
1973,48045,2.623,8465,1.383
1974,48045,2.56,4568,1.357
1975,48045,2.649,5551,1.259
1976,48045,2.637,6388,1.246
1977,48045,2.571,8733,1.262
1978,48045,2.582,6197,1.206
1979,48045,2.522,9395,1.207
1980,48045,2.574,7137,1.17
1969,48047,8.015,1709,2.351
1970,48047,8.038,2122,2.35
1971,48047,8.345,2092,2.244
1972,48047,8.472,2179,2.275
1973,48047,8.223,2563,2.262
1974,48047,8.137,2946,2.338
1975,48047,8.25,3224,2.579
1976,48047,8.363,3922,2.548
1977,48047,8.294,3639,2.658
1978,48047,8.187,4487,2.818
1979,48047,8.283,5101,2.818
1980,48047,8.455,5369,2.898
1969,48049,25.546,2882,11.333
1970,48049,26.104,3080,11.658
1971,48049,27.539,3220,11.617
1972,48049,28.17,3501,12.022
1973,48049,28.118,4122,12.669
1974,48049,29.12,4363,13.054
1975,48049,30.369,4666,13.116
1976,48049,31.148,5132,13.665
1977,48049,31.147,5705,14.472
1978,48049,31.459,6445,15.269
1979,48049,32.586,6949,15.726
1980,48049,33.228,7745,15.978
1969,48051,9.815,2257,3.544
1970,48051,10.032,2541,3.599
1971,48051,10.317,2811,3.622
1972,48051,10.912,3495,3.786
1973,48051,11.052,3630,3.671
1974,48051,11.089,3536,3.661
1975,48051,11.142,4028,3.756
1976,48051,11.202,4755,3.988
1977,48051,11.397,4993,4.271
1978,48051,11.471,5856,4.492
1979,48051,11.762,6279,4.626
1980,48051,12.515,7452,5.498
1969,48053,10.833,3084,4.355
1970,48053,11.567,3296,4.467
1971,48053,12.246,3542,4.53
1972,48053,13.522,3667,5.005
1973,48053,14.638,4125,5.46
1974,48053,15.054,4620,5.241
1975,48053,15.203,5162,5.216
1976,48053,15.361,5820,5.719
1977,48053,16.013,6283,6.316
1978,48053,16.488,7224,6.789
1979,48053,17.1,8271,7.066
1980,48053,17.905,8925,7.295
1969,48055,20.618,2099,6.343
1970,48055,21.208,2341,6.316
1971,48055,21.531,2575,6.541
1972,48055,21.469,2914,6.57
1973,48055,22.233,3236,6.486
1974,48055,22.155,3480,6.422
1975,48055,22.064,4115,7.711
1976,48055,22.403,4723,8.064
1977,48055,22.54,4953,8.409
1978,48055,22.827,5443,8.504
1979,48055,22.95,5902,8.358
1980,48055,23.779,6777,8.809
1969,48057,18.477,2998,9.004
1970,48057,17.793,3369,9.263
1971,48057,17.905,3465,9.269
1972,48057,18.194,3592,8.857
1973,48057,18.061,3989,9.152
1974,48057,17.806,4790,9.829
1975,48057,18.395,5220,9.641
1976,48057,18.406,5638,9.944
1977,48057,18.724,6009,9.765
1978,48057,18.884,6458,9.877
1979,48057,19.404,7778,11.1
1980,48057,19.748,8566,11.704
1969,48059,8.173,2921,2.653
1970,48059,8.238,3037,2.623
1971,48059,8.422,3264,2.627
1972,48059,8.738,3932,2.702
1973,48059,9.038,4350,2.758
1974,48059,8.923,4587,2.799
1975,48059,9.307,5064,2.893
1976,48059,9.704,5534,3.133
1977,48059,9.953,6048,3.256
1978,48059,10.412,6724,3.312
1979,48059,10.769,7602,3.363
1980,48059,10.981,8627,3.396
1969,48061,138.947,2027,47.884
1970,48061,141.196,2222,48.384
1971,48061,147.753,2471,50.443
1972,48061,157.489,2628,54.936
1973,48061,166.939,2905,59.244
1974,48061,172.211,3317,62.83
1975,48061,182.806,3575,64.977
1976,48061,189.415,3851,67.457
1977,48061,194.722,4109,69.508
1978,48061,198.941,4745,74.442
1979,48061,205.544,5235,77.871
1980,48061,211.944,5829,81.655
1969,48063,7.628,2718,2.491
1970,48063,7.998,2944,2.593
1971,48063,8.091,3119,2.658
1972,48063,8.175,3222,2.813
1973,48063,8.13,3952,2.94
1974,48063,8.075,4584,3.032
1975,48063,8.165,5059,2.649
1976,48063,8.324,5621,2.855
1977,48063,8.537,5991,3.06
1978,48063,8.808,6917,3.374
1979,48063,9.027,6928,3.495
1980,48063,9.31,8041,3.62
1969,48065,6.35,4259,4.391
1970,48065,6.342,4437,4.606
1971,48065,6.271,4972,4.527
1972,48065,6.234,5535,4.676
1973,48065,6.162,7853,4.43
1974,48065,5.994,6455,4.627
1975,48065,6.164,11133,4.743
1976,48065,6.289,9699,4.532
1977,48065,6.34,8879,4.574
1978,48065,6.452,8656,4.502
1979,48065,6.69,10304,4.639
1980,48065,6.732,9077,4.68
1969,48067,23.313,3003,6.201
1970,48067,24.07,3079,6.413
1971,48067,24.117,3424,7.107
1972,48067,24.846,3744,7.859
1973,48067,25.949,3702,7.095
1974,48067,26.439,4190,7.3
1975,48067,26.929,4716,7.824
1976,48067,27.178,5367,8.625
1977,48067,27.6,6202,9.829
1978,48067,28.209,6771,9.346
1979,48067,28.942,7466,9.423
1980,48067,29.576,8555,9.457
1969,48069,10.815,3999,4.909
1970,48069,10.408,5195,4.951
1971,48069,10.496,4686,4.786
1972,48069,10.205,6271,5.022
1973,48069,10.017,6559,4.882
1974,48069,10.029,5099,5.013
1975,48069,10.349,7651,5.009
1976,48069,10.514,6036,5.117
1977,48069,10.513,4910,5.028
1978,48069,10.486,5454,4.951
1979,48069,10.488,4970,4.97
1980,48069,10.557,7233,4.89
1969,48071,11.998,3079,4.49
1970,48071,12.181,3545,4.425
1971,48071,12.552,3737,4.165
1972,48071,13.179,4012,4.186
1973,48071,13.233,5288,5.102
1974,48071,13.62,5847,5.343
1975,48071,14.453,6727,5.974
1976,48071,14.788,6772,6.712
1977,48071,15.653,8025,7.224
1978,48071,16.679,8268,7.953
1979,48071,17.757,9309,8.379
1980,48071,18.604,10409,8.691
1969,48073,31.134,2768,12.16
1970,48073,32.184,2985,12.668
1971,48073,33.681,3196,13.294
1972,48073,34.718,3560,13.499
1973,48073,34.975,4022,14.095
1974,48073,35.471,4351,14.231
1975,48073,35.211,4739,14.536
1976,48073,35.075,5580,15.619
1977,48073,35.18,6224,16.613
1978,48073,35.674,7001,17.413
1979,48073,36.841,7501,17.244
1980,48073,38.252,8063,17.072
1969,48075,6.561,3202,3.451
1970,48075,6.56,3475,3.486
1971,48075,6.407,3703,3.317
1972,48075,6.52,4379,3.567
1973,48075,6.415,4673,3.429
1974,48075,6.376,5082,3.474
1975,48075,6.582,5426,3.506
1976,48075,6.578,6787,3.587
1977,48075,6.581,7907,3.651
1978,48075,6.595,7819,3.833
1979,48075,6.683,8737,3.613
1980,48075,6.943,8474,3.608
1969,48077,8.549,3666,3.016
1970,48077,8.157,4200,3.075
1971,48077,8.492,4388,3.029
1972,48077,8.689,4787,3.001
1973,48077,7.228,6595,2.965
1974,48077,8.393,6558,3.037
1975,48077,8.417,6426,3.056
1976,48077,8.402,7174,3.253
1977,48077,8.695,7480,3.301
1978,48077,8.871,7979,3.392
1979,48077,9.086,8591,3.41
1980,48077,9.596,9132,3.418
1969,48079,5.67,2579,2.483
1970,48079,5.357,3693,2.442
1971,48079,5.563,3512,2.428
1972,48079,5.563,3130,2.474
1973,48079,5.182,3164,2.477
1974,48079,4.998,3833,2.479
1975,48079,5.036,3353,2.502
1976,48079,5.074,3083,2.384
1977,48079,4.924,6208,2.389
1978,48079,4.866,5903,2.29
1979,48079,4.894,7560,2.257
1980,48079,4.814,4798,2.147
1969,48081,2.817,2941,1.423
1970,48081,3.088,2657,1.327
1971,48081,3.139,2834,1.26
1972,48081,3.218,3457,1.373
1973,48081,3.147,4176,1.374
1974,48081,3.137,4102,1.422
1975,48081,3.231,4573,1.487
1976,48081,3.208,5174,1.476
1977,48081,3.157,5313,1.546
1978,48081,3.18,6265,1.525
1979,48081,3.202,7089,1.541
1980,48081,3.234,8342,1.633
1969,48083,10.319,2723,4.852
1970,48083,10.263,2842,4.855
1971,48083,10.25,2856,4.651
1972,48083,10.223,3483,4.748
1973,48083,9.925,4193,4.894
1974,48083,10.292,4144,5.088
1975,48083,10.396,4562,4.855
1976,48083,10.409,4655,4.69
1977,48083,10.474,5068,4.759
1978,48083,10.515,5879,4.773
1979,48083,10.558,6727,4.872
1980,48083,10.468,7961,5.001
1969,48085,63.946,3714,17.861
1970,48085,67.249,3908,18.445
1971,48085,70.208,4314,19.163
1972,48085,75.651,4871,21.288
1973,48085,86.224,5294,23.358
1974,48085,94.802,5693,25.143
1975,48085,99.261,6298,26.43
1976,48085,104.979,7062,28.36
1977,48085,113.668,7621,30.529
1978,48085,124.923,8604,33.19
1979,48085,135.927,9842,36.301
1980,48085,146.539,11315,39.014
1969,48087,4.967,3002,2.399
1970,48087,4.701,2489,2.257
1971,48087,4.536,2754,2.174
1972,48087,4.43,3501,2.198
1973,48087,4.478,4042,2.061
1974,48087,4.561,4271,2.181
1975,48087,4.626,4329,2.118
1976,48087,4.618,5209,2.028
1977,48087,4.652,6277,2.003
1978,48087,4.627,5731,1.974
1979,48087,4.669,7343,2.06
1980,48087,4.647,7662,2.06
1969,48089,17.92,2753,7.863
1970,48089,17.499,3207,8.034
1971,48089,17.126,3634,8.016
1972,48089,17.049,4344,8.402
1973,48089,17.176,4878,8.176
1974,48089,17.395,5438,8.262
1975,48089,17.144,5753,8.307
1976,48089,17.297,5936,8.671
1977,48089,17.393,6839,9.197
1978,48089,17.647,7211,9.684
1979,48089,18.204,8462,9.951
1980,48089,18.933,9283,10.448
1969,48091,24.093,3794,10.124
1970,48091,24.375,4261,10.519
1971,48091,25.662,4448,10.62
1972,48091,27.589,4751,11.243
1973,48091,28.808,5175,11.665
1974,48091,29.195,5758,11.543
1975,48091,30.105,6377,11.723
1976,48091,31.108,7076,12.596
1977,48091,32.605,7577,13.526
1978,48091,33.806,8507,14.177
1979,48091,35.268,9489,15.286
1980,48091,36.719,10665,15.937
1969,48093,11.378,2906,5.891
1970,48093,11.87,2992,5.833
1971,48093,11.909,3008,5.566
1972,48093,12.011,3393,5.949
1973,48093,11.888,4039,5.858
1974,48093,12.141,4528,6.203
1975,48093,12.17,4850,6.354
1976,48093,12.236,5075,6.429
1977,48093,12.216,5211,6.419
1978,48093,12.289,6067,6.332
1979,48093,12.387,6521,6.072
1980,48093,12.667,7012,6.122
1969,48095,3.009,2408,1.65
1970,48095,2.968,2740,1.662
1971,48095,3.12,2103,1.599
1972,48095,3.054,3256,1.581
1973,48095,2.897,4125,1.547
1974,48095,2.798,4353,1.574
1975,48095,2.837,5189,1.517
1976,48095,2.806,5180,1.46
1977,48095,2.817,5010,1.474
1978,48095,2.837,5588,1.484
1979,48095,2.869,6278,1.463
1980,48095,2.937,6018,1.431
1969,48097,23.231,3065,11.043
1970,48097,23.501,3355,11.181
1971,48097,23.967,3522,11.296
1972,48097,24.142,3940,11.825
1973,48097,24.546,4537,12.539
1974,48097,25.274,4874,12.906
1975,48097,25.71,5537,13.166
1976,48097,25.739,6025,13.108
1977,48097,25.622,6680,13.893
1978,48097,25.791,7822,14.571
1979,48097,26.638,8621,15.038
1980,48097,27.828,9312,15.281
1969,48099,32.713,3561,6.838
1970,48099,35.344,3874,7.09
1971,48099,36.861,4145,7.598
1972,48099,42.305,4533,8.012
1973,48099,50.262,4697,8.432
1974,48099,52.401,4957,8.605
1975,48099,51.542,5617,8.749
1976,48099,56.505,5904,9.168
1977,48099,56.936,6143,9.771
1978,48099,57.948,6491,9.901
1979,48099,57.513,6793,9.85
1980,48099,56.941,7317,9.314
1969,48101,3.301,2304,1.572
1970,48101,3.161,2654,1.578
1971,48101,3.001,3023,1.57
1972,48101,2.9,4152,1.616
1973,48101,2.979,3551,1.573
1974,48101,2.941,4998,1.586
1975,48101,2.98,4825,1.531
1976,48101,2.952,6451,1.437
1977,48101,2.96,7673,1.418
1978,48101,2.992,7071,1.414
1979,48101,2.919,9392,1.502
1980,48101,2.928,7744,1.452
1969,48103,4.117,3431,2.052
1970,48103,4.175,3814,2.142
1971,48103,4.186,3928,2.061
1972,48103,4.104,4213,2.01
1973,48103,4.137,5003,2.176
1974,48103,4.018,5563,2.21
1975,48103,4.201,6633,2.435
1976,48103,4.304,7099,2.483
1977,48103,4.39,7309,2.576
1978,48103,4.428,7936,2.391
1979,48103,4.479,8652,2.41
1980,48103,4.644,10555,2.733
1969,48105,3.684,3725,1.899
1970,48105,3.945,3871,2.12
1971,48105,4.22,3958,2.19
1972,48105,4.334,4386,2.132
1973,48105,4.045,4765,2.041
1974,48105,4.022,4783,2.176
1975,48105,4.304,5859,2.321
1976,48105,4.221,6185,2.288
1977,48105,4.294,5842,2.391
1978,48105,4.575,6970,2.698
1979,48105,4.59,7233,2.566
1980,48105,4.679,8217,2.679
1969,48107,10.016,2773,4.18
1970,48107,9.082,3756,4.065
1971,48107,9.141,2995,3.96
1972,48107,9.102,3554,4.197
1973,48107,8.999,6434,3.987
1974,48107,9.005,3690,3.993
1975,48107,9.076,3605,3.858
1976,48107,8.852,5906,3.868
1977,48107,8.841,6518,3.908
1978,48107,8.843,6946,3.923
1979,48107,8.711,7590,3.882
1980,48107,8.863,7055,3.788
1969,48109,3.216,3446,1.97
1970,48109,3.42,3257,1.871
1971,48109,3.371,3231,1.633
1972,48109,3.439,3917,1.849
1973,48109,3.293,3957,1.802
1974,48109,3.376,4070,1.805
1975,48109,3.401,4770,1.87
1976,48109,3.445,4296,1.767
1977,48109,3.373,4973,1.817
1978,48109,3.436,5151,1.888
1979,48109,3.438,6551,1.809
1980,48109,3.333,7671,1.883
1969,48111,6.299,4426,3.803
1970,48111,5.985,3748,3.84
1971,48111,5.908,4826,3.866
1972,48111,6.233,5269,3.93
1973,48111,6.306,6970,3.776
1974,48111,6.254,5118,3.784
1975,48111,6.376,9864,3.842
1976,48111,6.513,6731,3.772
1977,48111,6.589,7079,4.045
1978,48111,6.564,6269,4.051
1979,48111,6.564,9030,3.836
1980,48111,6.552,8974,3.916
1969,48113,1282.675,4445,736.941
1970,48113,1330.792,4670,740.63
1971,48113,1351.095,4928,745.744
1972,48113,1353.313,5428,783.759
1973,48113,1370.437,5956,835.926
1974,48113,1398.034,6557,860.086
1975,48113,1426.862,7066,847.507
1976,48113,1459.487,7607,878.915
1977,48113,1476.53,8363,925.582
1978,48113,1497.557,9554,994.707
1979,48113,1522.121,10766,1056.723
1980,48113,1565.648,12028,1105.187
1969,48115,16.964,3307,7.774
1970,48115,16.532,3703,7.532
1971,48115,16.504,3337,7.319
1972,48115,16.849,3507,7.055
1973,48115,16.467,4622,6.843
1974,48115,16.503,4403,6.548
1975,48115,16.434,4093,6.69
1976,48115,16.519,6221,6.96
1977,48115,16.607,6638,7.341
1978,48115,16.532,6479,7.351
1979,48115,16.274,8261,7.23
1980,48115,16.233,7686,7.682
1969,48117,17.791,5124,8.271
1970,48117,18.946,5728,8.733
1971,48117,18.986,5119,8.396
1972,48117,18.754,5356,9.154
1973,48117,19.703,6397,9.1
1974,48117,19.832,4545,9.272
1975,48117,20.131,7540,9.386
1976,48117,20.609,6283,10.01
1977,48117,20.803,8103,10.07
1978,48117,20.859,6051,9.74
1979,48117,21.126,6784,9.74
1980,48117,21.164,7149,9.617
1969,48119,5.046,2407,1.959
1970,48119,4.879,2843,2.024
1971,48119,4.763,3072,1.982
1972,48119,4.769,3599,1.883
1973,48119,4.883,4292,1.931
1974,48119,5.006,3704,1.849
1975,48119,4.948,4289,1.832
1976,48119,4.873,5135,1.89
1977,48119,4.84,5464,1.817
1978,48119,4.82,6217,1.778
1979,48119,4.78,7448,1.8
1980,48119,4.834,7448,1.78
1969,48121,73.326,3395,25.909
1970,48121,76.253,3631,26.387
1971,48121,81.31,3991,28.357
1972,48121,89.483,4361,30.861
1973,48121,100.975,4688,33.09
1974,48121,106.562,5173,34.616
1975,48121,106.294,5973,35.587
1976,48121,109.433,6757,37.483
1977,48121,115.981,7417,40.57
1978,48121,125.404,8346,43.503
1979,48121,134.824,9525,47.333
1980,48121,145.451,10855,51.195
1969,48123,18.478,2344,8.181
1970,48123,18.655,2573,8.161
1971,48123,18.759,2905,8.32
1972,48123,18.78,3179,8.547
1973,48123,18.459,3833,9.049
1974,48123,18.514,3833,8.639
1975,48123,18.433,4261,8.382
1976,48123,18.449,4723,8.423
1977,48123,18.469,5172,8.711
1978,48123,18.303,6150,8.835
1979,48123,18.504,6750,8.974
1980,48123,18.94,7689,9.404
1969,48125,3.938,2275,1.959
1970,48125,3.747,2540,1.951
1971,48125,3.803,2609,1.861
1972,48125,3.86,2582,1.833
1973,48125,3.581,3279,1.712
1974,48125,3.431,3676,1.643
1975,48125,3.458,3926,1.676
1976,48125,3.502,4454,1.652
1977,48125,3.602,5888,1.732
1978,48125,3.599,4989,1.713
1979,48125,3.495,6523,1.649
1980,48125,3.509,7009,1.644
1969,48127,8.676,1398,2.278
1970,48127,9.065,1438,2.399
1971,48127,9.268,1497,2.526
1972,48127,9.894,1800,2.663
1973,48127,9.736,1971,2.759
1974,48127,10.018,2413,3.023
1975,48127,10.545,2963,3.299
1976,48127,10.822,2866,3.448
1977,48127,11.165,3555,3.817
1978,48127,11.415,3948,3.825
1979,48127,11.49,4077,3.546
1980,48127,11.451,4493,3.846
1969,48129,3.751,2889,1.852
1970,48129,3.67,2790,1.771
1971,48129,3.867,3018,1.798
1972,48129,3.708,3678,1.901
1973,48129,3.988,4153,1.921
1974,48129,3.808,4934,1.974
1975,48129,3.846,4619,1.905
1976,48129,3.887,5099,1.844
1977,48129,3.838,6745,1.9
1978,48129,3.873,6842,1.891
1979,48129,3.891,7827,1.887
1980,48129,4.088,7920,1.928
1969,48131,12.187,1737,3.823
1970,48131,11.769,1924,3.638
1971,48131,12.095,2107,3.611
1972,48131,12.392,2184,3.611
1973,48131,12.157,2437,3.744
1974,48131,11.907,2909,3.817
1975,48131,12.07,3322,4.101
1976,48131,11.934,3731,4.214
1977,48131,12.082,3969,4.442
1978,48131,12.056,4719,4.568
1979,48131,12.238,6072,4.948
1980,48131,12.559,6696,5.013
1969,48133,17.582,2688,7.836
1970,48133,18.181,2912,8.015
1971,48133,18.688,3151,8.03
1972,48133,18.883,3417,7.924
1973,48133,18.538,3886,8.083
1974,48133,18.409,4157,8.303
1975,48133,18.577,4660,7.987
1976,48133,18.924,4917,8.032
1977,48133,18.936,5224,8.325
1978,48133,18.818,6045,8.719
1979,48133,19.047,6600,8.887
1980,48133,19.655,7475,9.244
1969,48135,88.041,3585,37.933
1970,48135,92.704,3698,38.555
1971,48135,93.609,3926,39.295
1972,48135,94.5,4291,40.684
1973,48135,93.264,4840,43.432
1974,48135,96.667,5616,46.851
1975,48135,99.614,6562,49.23
1976,48135,102.392,7773,51.191
1977,48135,104.702,8570,54.572
1978,48135,108.189,9538,58.659
1979,48135,111.422,10114,59.768
1980,48135,117.052,11527,64.45
1969,48137,2.347,2138,1.283
1970,48137,2.104,2421,1.329
1971,48137,2.034,2645,1.204
1972,48137,1.936,3326,1.178
1973,48137,1.756,4583,1.074
1974,48137,1.869,5974,1.199
1975,48137,1.987,4863,1.17
1976,48137,1.926,4265,1.117
1977,48137,1.998,3998,1.087
1978,48137,1.949,6339,1.137
1979,48137,1.988,5888,1.146
1980,48137,2.057,7250,1.246
1969,48139,46.643,3126,17.856
1970,48139,46.718,3529,18.119
1971,48139,47.414,3712,18.14
1972,48139,49.12,4080,18.566
1973,48139,50.599,4535,19.511
1974,48139,52.344,4710,20.044
1975,48139,52.452,5350,20.271
1976,48139,53.002,6070,21.08
1977,48139,54.162,6541,22.243
1978,48139,55.55,7453,23.077
1979,48139,57.408,8307,23.255
1980,48139,60.043,9012,23.425
1969,48141,364.022,3121,154.625
